"year","rep","age_group","sex","race","cause","cycle","trend"
2009,0,"children and adolescents","male","black","assault",-0.00237096,1.47211
2010,1,"children and adolescents","male","black","assault",0.00996566,1.46398
2011,1,"children and adolescents","male","black","assault",-0.0110647,1.45492
2012,1,"children and adolescents","male","black","assault",0.0200804,1.44522
2013,1,"children and adolescents","male","black","assault",-0.026725,1.43503
2014,1,"children and adolescents","male","black","assault",-0.0104969,1.42475
1968,1,"children and adolescents","male","black","intentional_self_harm",-0.0564602,0.336036
1969,1,"children and adolescents","male","black","intentional_self_harm",-0.0376812,0.364046
1970,0,"children and adolescents","male","black","intentional_self_harm",-0.0225239,0.391491
1971,0,"children and adolescents","male","black","intentional_self_harm",0.0269113,0.41743
1972,0,"children and adolescents","male","black","intentional_self_harm",0.143543,0.440697
1973,0,"children and adolescents","male","black","intentional_self_harm",0.0145613,0.460393
1974,0,"children and adolescents","male","black","intentional_self_harm",-0.0249379,0.477057
1975,0,"children and adolescents","male","black","intentional_self_harm",0.00182201,0.491372
1976,0,"children and adolescents","male","black","intentional_self_harm",0.0666544,0.503773
1977,0,"children and adolescents","male","black","intentional_self_harm",0.0116139,0.514711
1978,1,"children and adolescents","male","black","intentional_self_harm",-0.0340997,0.525306
1979,1,"children and adolescents","male","black","intentional_self_harm",0.0243307,0.536792
1980,1,"children and adolescents","male","black","intentional_self_harm",-0.0457291,0.550064
1981,1,"children and adolescents","male","black","intentional_self_harm",-0.0901202,0.566259
1982,0,"children and adolescents","male","black","intentional_self_harm",0.0100179,0.586057
1983,0,"children and adolescents","male","black","intentional_self_harm",-0.0276722,0.609236
1984,0,"children and adolescents","male","black","intentional_self_harm",-0.0853393,0.635677
1985,0,"children and adolescents","male","black","intentional_self_harm",0.0216276,0.66498
1986,0,"children and adolescents","male","black","intentional_self_harm",-0.0460197,0.695896
1987,0,"children and adolescents","male","black","intentional_self_harm",0.011572,0.727388
1988,0,"children and adolescents","male","black","intentional_self_harm",0.000554915,0.757963
1989,0,"children and adolescents","male","black","intentional_self_harm",0.00861126,0.786241
1990,0,"children and adolescents","male","black","intentional_self_harm",0.00843965,0.810848
1991,0,"children and adolescents","male","black","intentional_self_harm",0.0144219,0.830497
1992,0,"children and adolescents","male","black","intentional_self_harm",0.0670605,0.843984
1993,0,"children and adolescents","male","black","intentional_self_harm",0.0543891,0.85025
1994,1,"children and adolescents","male","black","intentional_self_harm",0.107791,0.848907
1995,1,"children and adolescents","male","black","intentional_self_harm",0.0351158,0.84011
1996,1,"children and adolescents","male","black","intentional_self_harm",-0.00977877,0.825093
1997,1,"children and adolescents","male","black","intentional_self_harm",0.00554947,0.80544
1998,1,"children and adolescents","male","black","intentional_self_harm",-0.0131842,0.782638
1999,1,"children and adolescents","male","black","intentional_self_harm",-0.00596089,0.75823
2000,1,"children and adolescents","male","black","intentional_self_harm",0.0302107,0.733625
2001,1,"children and adolescents","male","black","intentional_self_harm",-0.0588068,0.710175
2002,0,"children and adolescents","male","black","intentional_self_harm",-0.0746771,0.689532
2003,0,"children and adolescents","male","black","intentional_self_harm",-0.0557245,0.672762
2004,0,"children and adolescents","male","black","intentional_self_harm",-0.01593,0.660181
2005,0,"children and adolescents","male","black","intentional_self_harm",-0.0143249,0.651552
2006,0,"children and adolescents","male","black","intentional_self_harm",-0.0114057,0.646476
2007,0,"children and adolescents","male","black","intentional_self_harm",-0.0253039,0.644411
2008,0,"children and adolescents","male","black","intentional_self_harm",0.0547607,0.644701
2009,0,"children and adolescents","male","black","intentional_self_harm",0.00736,0.646437
2010,1,"children and adolescents","male","black","intentional_self_harm",-0.00601704,0.649258
2011,1,"children and adolescents","male","black","intentional_self_harm",0.013765,0.652877
2012,1,"children and adolescents","male","black","intentional_self_harm",0.00217183,0.656946
2013,1,"children and adolescents","male","black","intentional_self_harm",0.0137156,0.661255
2014,1,"children and adolescents","male","black","intentional_self_harm",0.00512558,0.665615
1968,1,"children and adolescents","male","black","vehicle",0.00471137,1.46251
1969,1,"children and adolescents","male","black","vehicle",0.00387736,1.43519
1970,0,"children and adolescents","male","black","vehicle",0.0114036,1.40792
1971,0,"children and adolescents","male","black","vehicle",0.00207142,1.38079
1972,0,"children and adolescents","male","black","vehicle",0.0361743,1.35399
1973,0,"children and adolescents","male","black","vehicle",0.0167261,1.32774
1974,0,"children and adolescents","male","black","vehicle",-0.0202153,1.30263
1975,0,"children and adolescents","male","black","vehicle",-0.0628436,1.2794
1976,0,"children and adolescents","male","black","vehicle",-0.0148895,1.25861
1977,0,"children and adolescents","male","black","vehicle",0.0460185,1.24017
1978,1,"children and adolescents","male","black","vehicle",0.027236,1.22385
1979,1,"children and adolescents","male","black","vehicle",0.00165891,1.20988
1980,1,"children and adolescents","male","black","vehicle",0.0176942,1.19877
1981,1,"children and adolescents","male","black","vehicle",-0.0510314,1.19104
1982,0,"children and adolescents","male","black","vehicle",-0.0477878,1.18737
1983,0,"children and adolescents","male","black","vehicle",-0.0682216,1.18796
1984,0,"children and adolescents","male","black","vehicle",-0.0345604,1.19252
1985,0,"children and adolescents","male","black","vehicle",-0.00955165,1.20007
1986,0,"children and adolescents","male","black","vehicle",0.0278029,1.20928
1987,0,"children and adolescents","male","black","vehicle",0.0397995,1.21876
1988,0,"children and adolescents","male","black","vehicle",0.0574413,1.22735
1989,0,"children and adolescents","male","black","vehicle",0.000575658,1.23432
1990,0,"children and adolescents","male","black","vehicle",0.0239694,1.2395
1991,0,"children and adolescents","male","black","vehicle",0.0278589,1.24274
1992,0,"children and adolescents","male","black","vehicle",-0.0301256,1.24412
1993,0,"children and adolescents","male","black","vehicle",-0.0168584,1.24399
1994,1,"children and adolescents","male","black","vehicle",0.00179587,1.24241
1995,1,"children and adolescents","male","black","vehicle",0.0117159,1.23928
1996,1,"children and adolescents","male","black","vehicle",-0.00607336,1.23449
1997,1,"children and adolescents","male","black","vehicle",0.0156448,1.22808
1998,1,"children and adolescents","male","black","vehicle",-0.0118605,1.22001
1999,1,"children and adolescents","male","black","vehicle",0.00116848,1.21039
2000,1,"children and adolescents","male","black","vehicle",-0.0172979,1.19923
2001,1,"children and adolescents","male","black","vehicle",0.0307326,1.18655
2002,0,"children and adolescents","male","black","vehicle",-0.0109619,1.17218
2003,0,"children and adolescents","male","black","vehicle",-0.0163492,1.15627
2004,0,"children and adolescents","male","black","vehicle",0.00245829,1.13885
2005,0,"children and adolescents","male","black","vehicle",0.0346802,1.11981
2006,0,"children and adolescents","male","black","vehicle",0.0256798,1.09905
2007,0,"children and adolescents","male","black","vehicle",0.0449867,1.0768
2008,0,"children and adolescents","male","black","vehicle",-0.00985113,1.05357
2009,0,"children and adolescents","male","black","vehicle",-0.0455207,1.03031
2010,1,"children and adolescents","male","black","vehicle",-0.0193124,1.00788
2011,1,"children and adolescents","male","black","vehicle",-0.0346962,0.986678
2012,1,"children and adolescents","male","black","vehicle",-0.052516,0.966907
2013,1,"children and adolescents","male","black","vehicle",0.00425117,0.948426
2014,1,"children and adolescents","male","black","vehicle",0.0623916,0.930568
1968,1,"children and adolescents","male","white","assault",0.0106284,0.378903
1969,1,"children and adolescents","male","white","assault",-0.0454869,0.416488
1970,0,"children and adolescents","male","white","assault",-0.0263353,0.45418
1971,0,"children and adolescents","male","white","assault",-0.0383723,0.491629
1972,0,"children and adolescents","male","white","assault",0.00492179,0.528225
1973,0,"children and adolescents","male","white","assault",0.0245524,0.56297
1974,0,"children and adolescents","male","white","assault",0.0405135,0.594919
1975,0,"children and adolescents","male","white","assault",0.0235552,0.623371
1976,0,"children and adolescents","male","white","assault",-0.0184771,0.648029
1977,0,"children and adolescents","male","white","assault",-0.000100471,0.668835
1978,1,"children and adolescents","male","white","assault",0.0162393,0.685542
1979,1,"children and adolescents","male","white","assault",0.0793582,0.697905
1980,1,"children and adolescents","male","white","assault",0.0955194,0.70584
1981,1,"children and adolescents","male","white","assault",0.0425103,0.710057
1982,0,"children and adolescents","male","white","assault",-0.00222626,0.712221
1983,0,"children and adolescents","male","white","assault",-0.0722806,0.714423
1984,0,"children and adolescents","male","white","assault",-0.0815814,0.71873
1985,0,"children and adolescents","male","white","assault",-0.0828148,0.726488
1986,0,"children and adolescents","male","white","assault",-0.0344116,0.738226
1987,0,"children and adolescents","male","white","assault",-0.122705,0.753645
1988,0,"children and adolescents","male","white","assault",-0.0992604,0.772102
1989,0,"children and adolescents","male","white","assault",-0.0536372,0.791729
1990,0,"children and adolescents","male","white","assault",0.0434825,0.809661
1991,0,"children and adolescents","male","white","assault",0.0785448,0.8225
1992,0,"children and adolescents","male","white","assault",0.0882319,0.827282
1993,0,"children and adolescents","male","white","assault",0.0856276,0.821828
1994,1,"children and adolescents","male","white","assault",0.105781,0.804843
1995,1,"children and adolescents","male","white","assault",0.124729,0.775885
1996,1,"children and adolescents","male","white","assault",0.0881484,0.735574
1997,1,"children and adolescents","male","white","assault",0.0960774,0.685773
1998,1,"children and adolescents","male","white","assault",0.118943,0.629229
1999,1,"children and adolescents","male","white","assault",-0.171273,0.56965
2000,1,"children and adolescents","male","white","assault",-0.187714,0.511933
2001,1,"children and adolescents","male","white","assault",-0.107909,0.459261
2002,0,"children and adolescents","male","white","assault",-0.0645274,0.412941
2003,0,"children and adolescents","male","white","assault",-0.050094,0.373202
2004,0,"children and adolescents","male","white","assault",-0.0414181,0.339625
2005,0,"children and adolescents","male","white","assault",-0.00956104,0.311292
2006,0,"children and adolescents","male","white","assault",0.0252412,0.286871
2007,0,"children and adolescents","male","white","assault",0.0167188,0.264933
2008,0,"children and adolescents","male","white","assault",0.084051,0.244302
2009,0,"children and adolescents","male","white","assault",0.0321409,0.22397
2010,1,"children and adolescents","male","white","assault",-0.0444431,0.20377
2011,1,"children and adolescents","male","white","assault",0.0343307,0.183853
2012,1,"children and adolescents","male","white","assault",-0.00645397,0.163929
2013,1,"children and adolescents","male","white","assault",-0.00203307,0.14405
2014,1,"children and adolescents","male","white","assault",0.00327022,0.124204
1968,1,"children and adolescents","male","white","intentional_self_harm",-0.00912048,0.656602
1969,1,"children and adolescents","male","white","intentional_self_harm",-0.00937177,0.684096
1970,0,"children and adolescents","male","white","intentional_self_harm",-0.00915782,0.711499
1971,0,"children and adolescents","male","white","intentional_self_harm",0.000313773,0.738625
1972,0,"children and adolescents","male","white","intentional_self_harm",0.00155787,0.765199
1973,0,"children and adolescents","male","white","intentional_self_harm",0.00271274,0.790947
1974,0,"children and adolescents","male","white","intentional_self_harm",0.00470852,0.815611
1975,0,"children and adolescents","male","white","intentional_self_harm",0.0198193,0.838961
1976,0,"children and adolescents","male","white","intentional_self_harm",-0.033464,0.860813
1977,0,"children and adolescents","male","white","intentional_self_harm",0.0603782,0.881181
1978,1,"children and adolescents","male","white","intentional_self_harm",-0.00582931,0.899746
1979,1,"children and adolescents","male","white","intentional_self_harm",-0.000604088,0.916791
1980,1,"children and adolescents","male","white","intentional_self_harm",0.00726852,0.932542
1981,1,"children and adolescents","male","white","intentional_self_harm",-0.0171604,0.947219
1982,0,"children and adolescents","male","white","intentional_self_harm",-0.0111819,0.961112
1983,0,"children and adolescents","male","white","intentional_self_harm",-0.0388366,0.974344
1984,0,"children and adolescents","male","white","intentional_self_harm",-0.0256785,0.986922
1985,0,"children and adolescents","male","white","intentional_self_harm",0.00919952,0.998467
1986,0,"children and adolescents","male","white","intentional_self_harm",0.0231384,1.00834
1987,0,"children and adolescents","male","white","intentional_self_harm",0.00371835,1.016
1988,0,"children and adolescents","male","white","intentional_self_harm",0.0265294,1.02114
1989,0,"children and adolescents","male","white","intentional_self_harm",0.014275,1.02347
1990,0,"children and adolescents","male","white","intentional_self_harm",0.0183415,1.02299
1991,0,"children and adolescents","male","white","intentional_self_harm",0.00558802,1.01982
1992,0,"children and adolescents","male","white","intentional_self_harm",-0.00733703,1.01429
1993,0,"children and adolescents","male","white","intentional_self_harm",-0.00320266,1.00677
1994,1,"children and adolescents","male","white","intentional_self_harm",0.011322,0.997551
1995,1,"children and adolescents","male","white","intentional_self_harm",0.0247509,0.9869
1996,1,"children and adolescents","male","white","intentional_self_harm",-0.0150324,0.975198
1997,1,"children and adolescents","male","white","intentional_self_harm",-0.00437782,0.963072
1998,1,"children and adolescents","male","white","intentional_self_harm",-0.00513395,0.950998
1999,1,"children and adolescents","male","white","intentional_self_harm",-0.0184119,0.939409
2000,1,"children and adolescents","male","white","intentional_self_harm",0.00820475,0.928686
2001,1,"children and adolescents","male","white","intentional_self_harm",0.0164623,0.919027
2002,0,"children and adolescents","male","white","intentional_self_harm",-0.00383536,0.91071
2003,0,"children and adolescents","male","white","intentional_self_harm",-0.0276783,0.90418
2004,0,"children and adolescents","male","white","intentional_self_harm",0.00569927,0.899841
2005,0,"children and adolescents","male","white","intentional_self_harm",0.0124498,0.897824
2006,0,"children and adolescents","male","white","intentional_self_harm",-0.0166972,0.898313
2007,0,"children and adolescents","male","white","intentional_self_harm",-0.050964,0.901619
2008,0,"children and adolescents","male","white","intentional_self_harm",-0.0129597,0.907885
2009,0,"children and adolescents","male","white","intentional_self_harm",-0.00889779,0.916744
2010,1,"children and adolescents","male","white","intentional_self_harm",-0.00735283,0.927702
2011,1,"children and adolescents","male","white","intentional_self_harm",0.0298329,0.940172
2012,1,"children and adolescents","male","white","intentional_self_harm",0.00743502,0.953496
2013,1,"children and adolescents","male","white","intentional_self_harm",0.00774634,0.967314
2014,1,"children and adolescents","male","white","intentional_self_harm",0.0208335,0.981341
1968,1,"children and adolescents","male","white","vehicle",-0.00699321,1.59168
1969,1,"children and adolescents","male","white","vehicle",0.00587123,1.59277
1970,0,"children and adolescents","male","white","vehicle",-0.0120078,1.5938
1971,0,"children and adolescents","male","white","vehicle",-0.00930439,1.59474
1972,0,"children and adolescents","male","white","vehicle",0.0169746,1.59547
1973,0,"children and adolescents","male","white","vehicle",0.0195903,1.59577
1974,0,"children and adolescents","male","white","vehicle",-0.0242969,1.59557
1975,0,"children and adolescents","male","white","vehicle",-0.0384066,1.59502
1976,0,"children and adolescents","male","white","vehicle",-0.0136014,1.59402
1977,0,"children and adolescents","male","white","vehicle",0.000638352,1.59209
1978,1,"children and adolescents","male","white","vehicle",0.0406628,1.58859
1979,1,"children and adolescents","male","white","vehicle",0.0507137,1.58292
1980,1,"children and adolescents","male","white","vehicle",0.040854,1.57487
1981,1,"children and adolescents","male","white","vehicle",0.00208151,1.56473
1982,0,"children and adolescents","male","white","vehicle",-0.0316449,1.55321
1983,0,"children and adolescents","male","white","vehicle",-0.0489472,1.54104
1984,0,"children and adolescents","male","white","vehicle",-0.0247549,1.52864
1985,0,"children and adolescents","male","white","vehicle",-0.0281849,1.51592
1986,0,"children and adolescents","male","white","vehicle",0.0397136,1.50255
1987,0,"children and adolescents","male","white","vehicle",0.0401294,1.48793
1988,0,"children and adolescents","male","white","vehicle",0.0468992,1.47186
1989,0,"children and adolescents","male","white","vehicle",0.0188144,1.45451
1990,0,"children and adolescents","male","white","vehicle",0.0164214,1.43656
1991,0,"children and adolescents","male","white","vehicle",-0.0153996,1.41884
1992,0,"children and adolescents","male","white","vehicle",-0.0586283,1.40237
1993,0,"children and adolescents","male","white","vehicle",-0.026492,1.38801
1994,1,"children and adolescents","male","white","vehicle",-0.0103953,1.37603
1995,1,"children and adolescents","male","white","vehicle",-0.0272049,1.36644
1996,1,"children and adolescents","male","white","vehicle",-0.00963373,1.35914
1997,1,"children and adolescents","male","white","vehicle",-0.0371723,1.35376
1998,1,"children and adolescents","male","white","vehicle",-0.0394101,1.34984
1999,1,"children and adolescents","male","white","vehicle",0.00996085,1.34653
2000,1,"children and adolescents","male","white","vehicle",0.0196351,1.34262
2001,1,"children and adolescents","male","white","vehicle",0.0106531,1.33696
2002,0,"children and adolescents","male","white","vehicle",0.0392636,1.32862
2003,0,"children and adolescents","male","white","vehicle",0.025546,1.31677
2004,0,"children and adolescents","male","white","vehicle",0.0330884,1.30098
2005,0,"children and adolescents","male","white","vehicle",0.0163947,1.28107
2006,0,"children and adolescents","male","white","vehicle",0.0258253,1.25718
2007,0,"children and adolescents","male","white","vehicle",0.0546231,1.22964
2008,0,"children and adolescents","male","white","vehicle",0.00292616,1.19901
2009,0,"children and adolescents","male","white","vehicle",-0.0487168,1.16641
2010,1,"children and adolescents","male","white","vehicle",-0.0373766,1.13299
2011,1,"children and adolescents","male","white","vehicle",-0.015341,1.09941
2012,1,"children and adolescents","male","white","vehicle",-0.012899,1.06595
2013,1,"children and adolescents","male","white","vehicle",-0.0271037,1.03276
2014,1,"children and adolescents","male","white","vehicle",0.0266349,0.999841
