"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	17	15056000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	89	15056000	0.6
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Congenital anomalies"	"740-759"	150	15056000	1.0
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	2	15056000	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	300	15056000	2.0
	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4641	15056000	30.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	123	1165000	10.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Neoplasms"	"140-239"	231	1165000	19.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	79	1165000	6.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	53	1165000	4.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Mental disorders"	"290-315"	166	1165000	14.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	102	1165000	8.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	817	1165000	70.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	305	1165000	26.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	434	1165000	37.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	82	1165000	7.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	6	1165000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	9	1165000	0.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Congenital anomalies"	"740-759"	38	1165000	3.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	176	1165000	15.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	3766	1165000	323.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	119	1197000	9.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Neoplasms"	"140-239"	240	1197000	20.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	83	1197000	6.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	51	1197000	4.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Mental disorders"	"290-315"	178	1197000	14.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	115	1197000	9.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	825	1197000	68.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	260	1197000	21.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	405	1197000	33.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	92	1197000	7.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	1197000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	18	1197000	1.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Congenital anomalies"	"740-759"	43	1197000	3.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	225	1197000	18.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	3863	1197000	322.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	104	1225630	8.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Neoplasms"	"140-239"	243	1225630	19.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	77	1225630	6.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	50	1225630	4.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Mental disorders"	"290-315"	177	1225630	14.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	132	1225630	10.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	811	1225630	66.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	279	1225630	22.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	491	1225630	40.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	108	1225630	8.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	4	1225630	0.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	9	1225630	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Congenital anomalies"	"740-759"	36	1225630	2.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	189	1225630	15.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4148	1225630	338.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	123	1272000	9.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Neoplasms"	"140-239"	238	1272000	18.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	77	1272000	6.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	54	1272000	4.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Mental disorders"	"290-315"	323	1272000	25.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	103	1272000	8.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	734	1272000	57.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	284	1272000	22.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	434	1272000	34.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	100	1272000	7.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	1272000	0.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	18	1272000	1.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Congenital anomalies"	"740-759"	23	1272000	1.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	208	1272000	16.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4383	1272000	344.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	102	1340000	7.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Neoplasms"	"140-239"	256	1340000	19.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	78	1340000	5.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	64	1340000	4.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Mental disorders"	"290-315"	334	1340000	24.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	118	1340000	8.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	766	1340000	57.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	272	1340000	20.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	462	1340000	34.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	96	1340000	7.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	6	1340000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	8	1340000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Congenital anomalies"	"740-759"	44	1340000	3.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	200	1340000	14.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4526	1340000	337.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Infective and parasitic diseases"	"000-136"	100	1405000	7.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Neoplasms"	"140-239"	229	1405000	16.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	110	1405000	7.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the blood and blood-forming organs"	"280-289"	50	1405000	3.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Mental disorders"	"290-315"	265	1405000	18.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the nervous system and sense organs"	"320-389"	138	1405000	9.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the circulatory system"	"390-458"	744	1405000	53.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the respiratory system"	"460-519"	250	1405000	17.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the digestive system"	"520-577"	489	1405000	34.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the genitourinary system"	"580-629"	91	1405000	6.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the skin and subcutaneous tissue"	"680-709"	3	1405000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	15	1405000	1.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Congenital anomalies"	"740-759"	36	1405000	2.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Symptoms and ill-defined conditions"	"780-796"	336	1405000	23.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4578	1405000	325.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Infective and parasitic diseases"	"000-136"	108	1480000	7.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Neoplasms"	"140-239"	219	1480000	14.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	81	1480000	5.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the blood and blood-forming organs"	"280-289"	58	1480000	3.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Mental disorders"	"290-315"	323	1480000	21.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the nervous system and sense organs"	"320-389"	114	1480000	7.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the circulatory system"	"390-458"	735	1480000	49.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the respiratory system"	"460-519"	226	1480000	15.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the digestive system"	"520-577"	459	1480000	31.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the genitourinary system"	"580-629"	80	1480000	5.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the skin and subcutaneous tissue"	"680-709"	6	1480000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	13	1480000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Congenital anomalies"	"740-759"	40	1480000	2.7
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Symptoms and ill-defined conditions"	"780-796"	372	1480000	25.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4552	1480000	307.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Infective and parasitic diseases"	"000-136"	97	1554000	6.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Neoplasms"	"140-239"	249	1554000	16.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	74	1554000	4.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the blood and blood-forming organs"	"280-289"	46	1554000	3.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Mental disorders"	"290-315"	371	1554000	23.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the nervous system and sense organs"	"320-389"	113	1554000	7.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the circulatory system"	"390-458"	740	1554000	47.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the respiratory system"	"460-519"	236	1554000	15.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the digestive system"	"520-577"	483	1554000	31.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the genitourinary system"	"580-629"	71	1554000	4.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the skin and subcutaneous tissue"	"680-709"	9	1554000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	8	1554000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Congenital anomalies"	"740-759"	25	1554000	1.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Symptoms and ill-defined conditions"	"780-796"	327	1554000	21.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4672	1554000	300.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Infective and parasitic diseases"	"000-136"	104	1635000	6.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Neoplasms"	"140-239"	237	1635000	14.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	87	1635000	5.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the blood and blood-forming organs"	"280-289"	48	1635000	2.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Mental disorders"	"290-315"	282	1635000	17.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the nervous system and sense organs"	"320-389"	121	1635000	7.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the circulatory system"	"390-458"	743	1635000	45.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the respiratory system"	"460-519"	211	1635000	12.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the digestive system"	"520-577"	467	1635000	28.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the genitourinary system"	"580-629"	73	1635000	4.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the skin and subcutaneous tissue"	"680-709"	6	1635000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	14	1635000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Congenital anomalies"	"740-759"	31	1635000	1.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Symptoms and ill-defined conditions"	"780-796"	250	1635000	15.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4386	1635000	268.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Infective and parasitic diseases"	"000-136"	102	1711000	6.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Neoplasms"	"140-239"	263	1711000	15.4
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	72	1711000	4.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the blood and blood-forming organs"	"280-289"	52	1711000	3.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Mental disorders"	"290-315"	210	1711000	12.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the nervous system and sense organs"	"320-389"	133	1711000	7.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the circulatory system"	"390-458"	721	1711000	42.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the respiratory system"	"460-519"	202	1711000	11.8
