"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1984"	"1984"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	985	582068	169.2
	"1984"	"1984"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	107	118193	90.5
	"1984"	"1984"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	7225	6525084	110.7
	"1984"	"1984"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	426	417474	102.0
	"1984"	"1984"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	40	58962	67.8
	"1984"	"1984"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	4606	4975913	92.6
	"1984"	"1984"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	563	251375	224.0
	"1984"	"1984"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	78	50814	153.5
	"1984"	"1984"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	5907	2901739	203.6
	"1984"	"1984"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	255	129010	197.7
	"1984"	"1984"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	34	15963	213.0
	"1984"	"1984"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	3935	1702826	231.1
	"1984"	"1984"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	242	61202	395.4
	"1984"	"1984"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	42	10455	401.7
	"1984"	"1984"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2889	675185	427.9
	"1984"	"1984"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	7	Not Applicable	Not Applicable
	"1984"	"1984"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	2	Not Applicable	Not Applicable
	"1984"	"1984"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	26	Not Applicable	Not Applicable
	"1984"	"1984"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	24	Not Applicable	Not Applicable
	"1984"	"1984"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	4	Not Applicable	Not Applicable
	"1984"	"1984"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	130	Not Applicable	Not Applicable
	"1985"	"1985"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	150	286724	52.3
	"1985"	"1985"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	18	68283	26.4 (Unreliable)
	"1985"	"1985"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	359	1477571	24.3
	"1985"	"1985"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	178	295100	60.3
	"1985"	"1985"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	25	72541	34.5
	"1985"	"1985"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	414	1560342	26.5
	"1985"	"1985"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	316	1044776	30.2
	"1985"	"1985"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	50	274621	18.2
	"1985"	"1985"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	925	5598882	16.5
	"1985"	"1985"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	444	1067196	41.6
	"1985"	"1985"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	83	280896	29.5
	"1985"	"1985"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1457	5896609	24.7
	"1985"	"1985"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	210	1260948	16.7
	"1985"	"1985"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	39	301432	12.9
	"1985"	"1985"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	559	6574337	8.5
	"1985"	"1985"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	319	1285238	24.8
	"1985"	"1985"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	62	310316	20.0
	"1985"	"1985"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	995	6932586	14.4
	"1985"	"1985"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	129	1285927	10.0
	"1985"	"1985"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	35	309247	11.3
	"1985"	"1985"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	655	6713690	9.8
	"1985"	"1985"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	367	1313751	27.9
	"1985"	"1985"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	49	324151	15.1
	"1985"	"1985"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1586	7080667	22.4
	"1985"	"1985"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	314	1371236	22.9
	"1985"	"1985"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	90	302176	29.8
	"1985"	"1985"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2481	7500794	33.1
	"1985"	"1985"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1337	1381900	96.8
	"1985"	"1985"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	247	327558	75.4
	"1985"	"1985"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	7317	7843574	93.3
	"1985"	"1985"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	538	1473843	36.5
	"1985"	"1985"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	99	332674	29.8
	"1985"	"1985"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2812	8734979	32.2
	"1985"	"1985"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2375	1385720	171.4
	"1985"	"1985"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	413	352860	117.0
	"1985"	"1985"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	11428	8984529	127.2
	"1985"	"1985"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1151	2711478	42.4
	"1985"	"1985"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	202	757444	26.7
	"1985"	"1985"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4541	17434546	26.0
	"1985"	"1985"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	4653	2391473	194.6
	"1985"	"1985"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	565	703040	80.4
	"1985"	"1985"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18142	17698442	102.5
	"1985"	"1985"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	697	1827634	38.1
	"1985"	"1985"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	139	570295	24.4
	"1985"	"1985"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3590	13699109	26.2
	"1985"	"1985"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	2745	1542951	177.9
	"1985"	"1985"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	327	512625	63.8
	"1985"	"1985"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	11285	13538400	83.4
	"1985"	"1985"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	453	1298016	34.9
	"1985"	"1985"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	95	335456	28.3
	"1985"	"1985"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	2826	9909290	28.5
	"1985"	"1985"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1639	1068992	153.3
	"1985"	"1985"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	189	310028	61.0
	"1985"	"1985"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	7549	9537522	79.2
	"1985"	"1985"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	430	1121416	38.3
	"1985"	"1985"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	71	252062	28.2
	"1985"	"1985"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	3260	10377680	31.4
	"1985"	"1985"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	1402	887211	158.0
	"1985"	"1985"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	139	206755	67.2
	"1985"	"1985"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	8133	9289997	87.5
	"1985"	"1985"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	461	833262	55.3
	"1985"	"1985"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	85	150289	56.6
	"1985"	"1985"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	3935	8536282	46.1
	"1985"	"1985"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	956	585861	163.2
	"1985"	"1985"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	104	125066	83.2
	"1985"	"1985"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	7079	6627900	106.8
	"1985"	"1985"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	468	431152	108.5
	"1985"	"1985"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	40	62916	63.6
	"1985"	"1985"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	4697	5104060	92.0
	"1985"	"1985"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	610	256858	237.5
	"1985"	"1985"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	91	53659	169.6
	"1985"	"1985"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	6231	2981602	209.0
	"1985"	"1985"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	277	133382	207.7
	"1985"	"1985"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	32	16985	188.4
	"1985"	"1985"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	3982	1755561	226.8
	"1985"	"1985"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	228	61966	367.9
	"1985"	"1985"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	45	11248	400.1
	"1985"	"1985"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	3001	688130	436.1
	"1985"	"1985"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	7	Not Applicable	Not Applicable
	"1985"	"1985"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	0	Not Applicable	Not Applicable
	"1985"	"1985"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	22	Not Applicable	Not Applicable
	"1985"	"1985"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	30	Not Applicable	Not Applicable
	"1985"	"1985"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	4	Not Applicable	Not Applicable
	"1985"	"1985"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	165	Not Applicable	Not Applicable
	"1986"	"1986"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	180	291442	61.8
	"1986"	"1986"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	19	69831	27.2 (Unreliable)
	"1986"	"1986"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	365	1470406	24.8
	"1986"	"1986"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	225	301468	74.6
	"1986"	"1986"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	25	74631	33.5
	"1986"	"1986"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	424	1548769	27.4
	"1986"	"1986"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	359	1052662	34.1
	"1986"	"1986"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	45	286979	15.7
	"1986"	"1986"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	965	5626960	17.1
	"1986"	"1986"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	473	1075699	44.0
	"1986"	"1986"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	84	294075	28.6
	"1986"	"1986"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1443	5926574	24.3
	"1986"	"1986"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	227	1291549	17.6
	"1986"	"1986"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	30	323555	9.3
	"1986"	"1986"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	496	6732733	7.4
	"1986"	"1986"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	333	1317880	25.3
	"1986"	"1986"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	61	332803	18.3
	"1986"	"1986"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	986	7099878	13.9
	"1986"	"1986"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	131	1249764	10.5
	"1986"	"1986"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	29	318440	9.1
	"1986"	"1986"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	631	6470841	9.8
	"1986"	"1986"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	379	1275973	29.7
	"1986"	"1986"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	76	332883	22.8
	"1986"	"1986"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1530	6826333	22.4
	"1986"	"1986"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	360	1373895	26.2
	"1986"	"1986"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	78	322794	24.2
	"1986"	"1986"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2672	7509098	35.6
	"1986"	"1986"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1463	1388867	105.3
	"1986"	"1986"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	250	349061	71.6
	"1986"	"1986"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	8072	7868860	102.6
	"1986"	"1986"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	561	1455994	38.5
	"1986"	"1986"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	118	346046	34.1
	"1986"	"1986"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2851	8456376	33.7
	"1986"	"1986"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2669	1379755	193.4
	"1986"	"1986"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	442	369564	119.6
	"1986"	"1986"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	11546	8736324	132.2
	"1986"	"1986"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1299	2767133	46.9
	"1986"	"1986"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	229	794634	28.8
	"1986"	"1986"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4777	17655853	27.1
	"1986"	"1986"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	5310	2451856	216.6
	"1986"	"1986"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	624	743707	83.9
	"1986"	"1986"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	19146	17958527	106.6
	"1986"	"1986"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	715	1920837	37.2
	"1986"	"1986"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	162	620618	26.1
	"1986"	"1986"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3724	14207002	26.2
	"1986"	"1986"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	2976	1629345	182.7
	"1986"	"1986"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	364	555673	65.5
	"1986"	"1986"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	11767	14075520	83.6
	"1986"	"1986"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	429	1312967	32.7
	"1986"	"1986"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	92	356790	25.8
	"1986"	"1986"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	2786	9963049	28.0
	"1986"	"1986"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1689	1082383	156.0
	"1986"	"1986"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	222	333247	66.6
	"1986"	"1986"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	7759	9610491	80.7
	"1986"	"1986"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	489	1128029	43.3
	"1986"	"1986"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	81	268703	30.1
	"1986"	"1986"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	3178	10277575	30.9
	"1986"	"1986"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	1324	888727	149.0
	"1986"	"1986"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	148	217722	68.0
	"1986"	"1986"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	7776	9213135	84.4
	"1986"	"1986"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	475	843590	56.3
	"1986"	"1986"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	58	161568	35.9
	"1986"	"1986"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	3905	8657219	45.1
	"1986"	"1986"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	946	590592	160.2
	"1986"	"1986"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	114	132946	85.7
	"1986"	"1986"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	7354	6751344	108.9
	"1986"	"1986"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	417	445733	93.6
	"1986"	"1986"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	62	67113	92.4
	"1986"	"1986"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	4914	5232039	93.9
	"1986"	"1986"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	640	262030	244.2
	"1986"	"1986"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	97	56817	170.7
	"1986"	"1986"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	6330	3064558	206.6
	"1986"	"1986"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	287	138406	207.4
	"1986"	"1986"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	41	17981	228.0
	"1986"	"1986"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	4086	1806892	226.1
	"1986"	"1986"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	248	62917	394.2
	"1986"	"1986"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	50	12144	411.7
	"1986"	"1986"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	3051	703708	433.6
	"1986"	"1986"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	11	Not Applicable	Not Applicable
	"1986"	"1986"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	3	Not Applicable	Not Applicable
	"1986"	"1986"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	34	Not Applicable	Not Applicable
	"1986"	"1986"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	41	Not Applicable	Not Applicable
	"1986"	"1986"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	4	Not Applicable	Not Applicable
	"1986"	"1986"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	200	Not Applicable	Not Applicable
	"1987"	"1987"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	182	301307	60.4
	"1987"	"1987"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	13	74686	17.4 (Unreliable)
	"1987"	"1987"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	374	1482248	25.2
	"1987"	"1987"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	216	309866	69.7
	"1987"	"1987"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	23	79707	28.9
	"1987"	"1987"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	472	1561580	30.2
	"1987"	"1987"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	346	1061442	32.6
	"1987"	"1987"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	43	297645	14.4
	"1987"	"1987"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	938	5648110	16.6
	"1987"	"1987"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	469	1085901	43.2
	"1987"	"1987"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	64	305903	20.9
	"1987"	"1987"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	1471	5949926	24.7
	"1987"	"1987"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	186	1313459	14.2
	"1987"	"1987"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	29	346068	8.4
	"1987"	"1987"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	578	6852369	8.4
	"1987"	"1987"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	331	1340273	24.7
	"1987"	"1987"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	52	355900	14.6
	"1987"	"1987"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	1055	7222189	14.6
	"1987"	"1987"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	131	1243928	10.5
	"1987"	"1987"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	28	326953	8.6
	"1987"	"1987"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	564	6416463	8.8
	"1987"	"1987"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	394	1271242	31.0
	"1987"	"1987"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	74	342078	21.6
	"1987"	"1987"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	1497	6776182	22.1
	"1987"	"1987"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	373	1373503	27.2
	"1987"	"1987"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	76	344002	22.1
	"1987"	"1987"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	2625	7421397	35.4
	"1987"	"1987"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1633	1391893	117.3
	"1987"	"1987"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	265	370709	71.5
	"1987"	"1987"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	7445	7796802	95.5
	"1987"	"1987"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	612	1429785	42.8
	"1987"	"1987"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	111	358401	31.0
	"1987"	"1987"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	2647	8183032	32.3
	"1987"	"1987"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	2729	1358284	200.9
	"1987"	"1987"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	408	382656	106.6
	"1987"	"1987"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	10466	8479390	123.4
	"1987"	"1987"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	1358	2819525	48.2
	"1987"	"1987"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	184	831843	22.1
	"1987"	"1987"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	4971	17790310	27.9
	"1987"	"1987"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	5120	2506814	204.2
	"1987"	"1987"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	618	785711	78.7
	"1987"	"1987"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	18446	18106409	101.9
	"1987"	"1987"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	781	2007211	38.9
	"1987"	"1987"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	154	668396	23.0
	"1987"	"1987"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	3834	14673921	26.1
	"1987"	"1987"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	3201	1706898	187.5
	"1987"	"1987"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	403	598461	67.3
	"1987"	"1987"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	11985	14571522	82.2
	"1987"	"1987"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	469	1335660	35.1
	"1987"	"1987"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	101	380338	26.6
	"1987"	"1987"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	2825	10127527	27.9
	"1987"	"1987"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	1616	1105212	146.2
	"1987"	"1987"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	197	356516	55.3
