"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"1974"	"1974"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental falls"	"E880-E887"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Other accidents "	"E910-E929"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	3	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Railway accidents"	"E800-E807"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	6	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental falls"	"E880-E887"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Other accidents "	"E910-E929"	3	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	4	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	6	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidental falls"	"E880-E887"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Other accidents "	"E910-E929"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Railway accidents"	"E800-E807"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidental falls"	"E880-E887"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Other accidents "	"E910-E929"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"Other Race"	"2131-1"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidental falls"	"E880-E887"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Other accidents "	"E910-E929"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	4	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Railway accidents"	"E800-E807"	9	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	14	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	1	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidental falls"	"E880-E887"	2	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	6	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Other accidents "	"E910-E929"	17	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	4	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	15	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	12	Not Applicable	Not Applicable
	"1974"	"1974"	"Not Stated"	"NS"	"White"	"2106-3"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	Not Applicable	Not Applicable
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	18	244882	7.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Motor vehicle nontraffic accidents"	"E820-E823"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Air and space transport accidents"	"E840-E845"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	1	244882	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental poisoning by gases and vapors"	"E870-E877"	1	244882	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidental falls"	"E880-E887"	16	244882	6.5 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents caused by fires and flames"	"E890-E899"	30	244882	12.3
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Accidents due to natural and environmental factors"	"E900-E909"	2	244882	0.8 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Other accidents "	"E910-E929"	104	244882	42.5
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Surgical and medical complications and misadventures"	"E930-E936"	4	244882	1.6 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	31	244882	12.7
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	23	244882	9.4
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Female"	"F"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle traffic accidents"	"E810-E819"	19	251947	7.5 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Motor vehicle nontraffic accidents"	"E820-E823"	1	251947	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Other road vehicle accidents"	"E825-E827"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Water transport accidents"	"E830-E838"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Air and space transport accidents"	"E840-E845"	1	251947	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by drugs and medicaments"	"E850-E859"	2	251947	0.8 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by other solid and liquid substances"	"E860-E869"	1	251947	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental poisoning by gases and vapors"	"E870-E877"	1	251947	0.4 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidental falls"	"E880-E887"	13	251947	5.2 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents caused by fires and flames"	"E890-E899"	33	251947	13.1
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Accidents due to natural and environmental factors"	"E900-E909"	8	251947	3.2 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Other accidents "	"E910-E929"	120	251947	47.6
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Surgical and medical complications and misadventures"	"E930-E936"	5	251947	2.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Late effects of accidental injury"	"E940-E949"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Suicide and self-inflicted injury"	"E950-E959"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Homicide and injury purposely inflicted by other persons"	"E960-E969"	34	251947	13.5
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Legal intervention"	"E970-E978"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury undetermined whether accidentally or purposely inflicted"	"E980-E989"	21	251947	8.3
	"1975"	"1975"	"< 1 year"	"1"	"Black or African American"	"2054-5"	"Male"	"M"	"Injury resulting from operations of war"	"E990-E999"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Railway accidents"	"E800-E807"	0	0	0.0 (Unreliable)
	"1975"	"1975"	"< 1 year"	"1"	"Other Race"	"2131-1"	"Female"	"F"	"Motor vehicle traffic accidents"	"E810-E819"	2	34383	5.8 (Unreliable)
